Sex;Provinces;Rates;Periodo;Total
Females;22 Huesca;Employment rate;2021QIII;52.04
Females;22 Huesca;Employment rate;2021QII;48.2
Females;22 Huesca;Employment rate;2021QI;45.34
Females;22 Huesca;Employment rate;2020QIV;43.56
Females;22 Huesca;Employment rate;2020QIII;43.65
Females;22 Huesca;Employment rate;2020QII;44.28
Females;22 Huesca;Employment rate;2020QI;48.85
Females;22 Huesca;Employment rate;2019QIV;48.66
Females;22 Huesca;Employment rate;2019QIII;47.57
Females;22 Huesca;Employment rate;2019QII;46.92
Females;22 Huesca;Employment rate;2019QI;44.92
Females;22 Huesca;Employment rate;2018QIV;45.96
Females;22 Huesca;Employment rate;2018QIII;46.99
Females;22 Huesca;Employment rate;2018QII;45.16
Females;22 Huesca;Employment rate;2018QI;44.74
Females;22 Huesca;Employment rate;2017QIV;45.79
Females;22 Huesca;Employment rate;2017QIII;50.56
Females;22 Huesca;Employment rate;2017QII;43.35
Females;22 Huesca;Employment rate;2017QI;46.36
Females;22 Huesca;Employment rate;2016QIV;46.56
Females;22 Huesca;Employment rate;2016QIII;48.2
Females;22 Huesca;Employment rate;2016QII;45.16
Females;22 Huesca;Employment rate;2016QI;44.08
Females;22 Huesca;Employment rate;2015QIV;44.84
Females;22 Huesca;Employment rate;2015QIII;45.05
Females;22 Huesca;Employment rate;2015QII;43.91
Females;22 Huesca;Employment rate;2015QI;42.28
Females;22 Huesca;Employment rate;2014QIV;42.31
Females;22 Huesca;Employment rate;2014QIII;47.43
Females;22 Huesca;Employment rate;2014QII;42.5
Females;22 Huesca;Employment rate;2014QI;39.36
Females;22 Huesca;Employment rate;2013QIV;39.57
Females;22 Huesca;Employment rate;2013QIII;41.55
Females;22 Huesca;Employment rate;2013QII;39.37
Females;22 Huesca;Employment rate;2013QI;42.02
Females;22 Huesca;Employment rate;2012QIV;42.76
Females;22 Huesca;Employment rate;2012QIII;44.34
Females;22 Huesca;Employment rate;2012QII;43.49
Females;22 Huesca;Employment rate;2012QI;44.34
Females;22 Huesca;Employment rate;2011QIV;43.5
Females;22 Huesca;Employment rate;2011QIII;44.56
Females;22 Huesca;Employment rate;2011QII;43.56
Females;22 Huesca;Employment rate;2011QI;41.76
Females;22 Huesca;Employment rate;2010QIV;42.49
Females;22 Huesca;Employment rate;2010QIII;43.06
Females;22 Huesca;Employment rate;2010QII;42.64
Females;22 Huesca;Employment rate;2010QI;43.56
Females;22 Huesca;Employment rate;2009QIV;43.75
Females;22 Huesca;Employment rate;2009QIII;43.3
Females;22 Huesca;Employment rate;2009QII;41.59
Females;22 Huesca;Employment rate;2009QI;42.38
Females;22 Huesca;Employment rate;2008QIV;46.02
Females;22 Huesca;Employment rate;2008QIII;49.54
Females;22 Huesca;Employment rate;2008QII;46.99
Females;22 Huesca;Employment rate;2008QI;44.52
Females;22 Huesca;Employment rate;2007QIV;43.81
Females;22 Huesca;Employment rate;2007QIII;44.99
Females;22 Huesca;Employment rate;2007QII;42.45
Females;22 Huesca;Employment rate;2007QI;40.69
Females;22 Huesca;Employment rate;2006QIV;43.24
Females;22 Huesca;Employment rate;2006QIII;43.52
Females;22 Huesca;Employment rate;2006QII;41.7
Females;22 Huesca;Employment rate;2006QI;39.98
Females;22 Huesca;Employment rate;2005QIV;42.45
Females;22 Huesca;Employment rate;2005QIII;44.27
Females;22 Huesca;Employment rate;2005QII;41.52
Females;22 Huesca;Employment rate;2005QI;40.29
Females;22 Huesca;Employment rate;2004QIV;38.71
Females;22 Huesca;Employment rate;2004QIII;39.83
Females;22 Huesca;Employment rate;2004QII;38.91
Females;22 Huesca;Employment rate;2004QI;40.67
Females;22 Huesca;Employment rate;2003QIV;38.17
Females;22 Huesca;Employment rate;2003QIII;38.52
Females;22 Huesca;Employment rate;2003QII;39.18
Females;22 Huesca;Employment rate;2003QI;38.28
Females;22 Huesca;Employment rate;2002QIV;36.27
Females;22 Huesca;Employment rate;2002QIII;36.58
Females;22 Huesca;Employment rate;2002QII;34.03
Females;22 Huesca;Employment rate;2002QI;32.65
Females;23 Jaén;Activity rate;2023QII;44.88
Females;23 Jaén;Activity rate;2023QI;43.84
Females;23 Jaén;Activity rate;2022QIV;43.63
Females;23 Jaén;Activity rate;2022QIII;44.55
Females;23 Jaén;Activity rate;2022QII;44.05
Females;23 Jaén;Activity rate;2022QI;44.89
Females;23 Jaén;Activity rate;2021QIV;46.39
Females;23 Jaén;Activity rate;2021QIII;45.13
Females;23 Jaén;Activity rate;2021QII;43.36
Females;23 Jaén;Activity rate;2021QI;44.36
Females;23 Jaén;Activity rate;2020QIV;47.23
Females;23 Jaén;Activity rate;2020QIII;45.73
Females;23 Jaén;Activity rate;2020QII;40.07
Females;23 Jaén;Activity rate;2020QI;42.4
Females;23 Jaén;Activity rate;2019QIV;43.95
Females;23 Jaén;Activity rate;2019QIII;44.78
Females;23 Jaén;Activity rate;2019QII;45.31
Females;23 Jaén;Activity rate;2019QI;47.1
Females;23 Jaén;Activity rate;2018QIV;46.65
Females;23 Jaén;Activity rate;2018QIII;45.21
Females;23 Jaén;Activity rate;2018QII;45.64
Females;23 Jaén;Activity rate;2018QI;46.36
Females;23 Jaén;Activity rate;2017QIV;46.79
Females;23 Jaén;Activity rate;2017QIII;46.51
Females;23 Jaén;Activity rate;2017QII;47.88
Females;23 Jaén;Activity rate;2017QI;47.4
Females;23 Jaén;Activity rate;2016QIV;46.87
Females;23 Jaén;Activity rate;2016QIII;45.65
Females;23 Jaén;Activity rate;2016QII;46.87
Females;23 Jaén;Activity rate;2016QI;48.16
Females;23 Jaén;Activity rate;2015QIV;49.62
Females;23 Jaén;Activity rate;2015QIII;48.85
Females;23 Jaén;Activity rate;2015QII;48.48
Females;23 Jaén;Activity rate;2015QI;47.63
Females;23 Jaén;Activity rate;2014QIV;47.93
Females;23 Jaén;Activity rate;2014QIII;46.02
Females;23 Jaén;Activity rate;2014QII;45.81
Females;23 Jaén;Activity rate;2014QI;47.31
Females;23 Jaén;Activity rate;2013QIV;49.02
Females;23 Jaén;Activity rate;2013QIII;49.35
Females;23 Jaén;Activity rate;2013QII;47.88
Females;23 Jaén;Activity rate;2013QI;47.93
Females;23 Jaén;Activity rate;2012QIV;47.99
Females;23 Jaén;Activity rate;2012QIII;45.96
Females;23 Jaén;Activity rate;2012QII;44.54
Females;23 Jaén;Activity rate;2012QI;45.58
Females;23 Jaén;Activity rate;2011QIV;45.61
Females;23 Jaén;Activity rate;2011QIII;44.07
Females;23 Jaén;Activity rate;2011QII;43.49
Females;23 Jaén;Activity rate;2011QI;46.54
Females;23 Jaén;Activity rate;2010QIV;45.66
Females;23 Jaén;Activity rate;2010QIII;43.27
Females;23 Jaén;Activity rate;2010QII;43.66
Females;23 Jaén;Activity rate;2010QI;45.44
Females;23 Jaén;Activity rate;2009QIV;42.45
Females;23 Jaén;Activity rate;2009QIII;41.6
Females;23 Jaén;Activity rate;2009QII;42.43
Females;23 Jaén;Activity rate;2009QI;42.91
Females;23 Jaén;Activity rate;2008QIV;42.16
Females;23 Jaén;Activity rate;2008QIII;40.08
Females;23 Jaén;Activity rate;2008QII;39.35
Females;23 Jaén;Activity rate;2008QI;41.48
Females;23 Jaén;Activity rate;2007QIV;39.01
Females;23 Jaén;Activity rate;2007QIII;35.7
Females;23 Jaén;Activity rate;2007QII;35.93
Females;23 Jaén;Activity rate;2007QI;37.99
Females;23 Jaén;Activity rate;2006QIV;35.4
Females;23 Jaén;Activity rate;2006QIII;34.26
Females;23 Jaén;Activity rate;2006QII;34.47
Females;23 Jaén;Activity rate;2006QI;36.77
Females;23 Jaén;Activity rate;2005QIV;36.28
Females;23 Jaén;Activity rate;2005QIII;33.5
Females;23 Jaén;Activity rate;2005QII;34.78
Females;23 Jaén;Activity rate;2005QI;36.13
Females;23 Jaén;Activity rate;2004QIV;38.99
Females;23 Jaén;Activity rate;2004QIII;35.59
Females;23 Jaén;Activity rate;2004QII;37.58
Females;23 Jaén;Activity rate;2004QI;39.55
Females;23 Jaén;Activity rate;2003QIV;38.1
Females;23 Jaén;Activity rate;2003QIII;33.53
Females;23 Jaén;Activity rate;2003QII;33.87
Females;23 Jaén;Activity rate;2003QI;37.32
Females;23 Jaén;Activity rate;2002QIV;35.2
Females;23 Jaén;Activity rate;2002QIII;31.86
Females;23 Jaén;Activity rate;2002QII;33.09
Females;23 Jaén;Activity rate;2002QI;34.55
Females;23 Jaén;Unemployment rate;2023QII;18.79
Females;23 Jaén;Unemployment rate;2023QI;16.37
Females;23 Jaén;Unemployment rate;2022QIV;20.62
Females;23 Jaén;Unemployment rate;2022QIII;27.43
Females;23 Jaén;Unemployment rate;2022QII;27.5
Females;23 Jaén;Unemployment rate;2022QI;24.04
Females;23 Jaén;Unemployment rate;2021QIV;27.6
Females;23 Jaén;Unemployment rate;2021QIII;29.35
Females;23 Jaén;Unemployment rate;2021QII;29.78
Females;23 Jaén;Unemployment rate;2021QI;26.97
Females;23 Jaén;Unemployment rate;2020QIV;29.6
Females;23 Jaén;Unemployment rate;2020QIII;32.46
Females;23 Jaén;Unemployment rate;2020QII;29.89
Females;23 Jaén;Unemployment rate;2020QI;24.92
Females;23 Jaén;Unemployment rate;2019QIV;25.68
Females;23 Jaén;Unemployment rate;2019QIII;31.98
Females;23 Jaén;Unemployment rate;2019QII;32.14
Females;23 Jaén;Unemployment rate;2019QI;24.81
Females;23 Jaén;Unemployment rate;2018QIV;28.08
Females;23 Jaén;Unemployment rate;2018QIII;25.62
Females;23 Jaén;Unemployment rate;2018QII;26.43
Females;23 Jaén;Unemployment rate;2018QI;25.37
Females;23 Jaén;Unemployment rate;2017QIV;29.31
Females;23 Jaén;Unemployment rate;2017QIII;33.48
Females;23 Jaén;Unemployment rate;2017QII;33.93
Females;23 Jaén;Unemployment rate;2017QI;29
Females;23 Jaén;Unemployment rate;2016QIV;37.38
Females;23 Jaén;Unemployment rate;2016QIII;39.12
Females;23 Jaén;Unemployment rate;2016QII;39.92
Females;23 Jaén;Unemployment rate;2016QI;33.42
Females;23 Jaén;Unemployment rate;2015QIV;37.55
Females;23 Jaén;Unemployment rate;2015QIII;38.98
Females;23 Jaén;Unemployment rate;2015QII;38.14
Females;23 Jaén;Unemployment rate;2015QI;40.48
Females;23 Jaén;Unemployment rate;2014QIV;40.45
Females;23 Jaén;Unemployment rate;2014QIII;41.59
Females;23 Jaén;Unemployment rate;2014QII;41.05
Females;23 Jaén;Unemployment rate;2014QI;34.28
Females;23 Jaén;Unemployment rate;2013QIV;43.09
Females;23 Jaén;Unemployment rate;2013QIII;45.09
Females;23 Jaén;Unemployment rate;2013QII;41.89
Females;23 Jaén;Unemployment rate;2013QI;43.04
Females;23 Jaén;Unemployment rate;2012QIV;40.15
Females;23 Jaén;Unemployment rate;2012QIII;41.64
Females;23 Jaén;Unemployment rate;2012QII;38.71
Females;23 Jaén;Unemployment rate;2012QI;36.87
Females;23 Jaén;Unemployment rate;2011QIV;35.59
Females;23 Jaén;Unemployment rate;2011QIII;37.81
Females;23 Jaén;Unemployment rate;2011QII;36.02
Females;23 Jaén;Unemployment rate;2011QI;29.04
Females;23 Jaén;Unemployment rate;2010QIV;32.48
Females;23 Jaén;Unemployment rate;2010QIII;34.11
Females;23 Jaén;Unemployment rate;2010QII;32.39
Females;23 Jaén;Unemployment rate;2010QI;24.75
Females;23 Jaén;Unemployment rate;2009QIV;31.13
Females;23 Jaén;Unemployment rate;2009QIII;30.7
Females;23 Jaén;Unemployment rate;2009QII;31.24
Females;23 Jaén;Unemployment rate;2009QI;23.61
Females;23 Jaén;Unemployment rate;2008QIV;27.93
Females;23 Jaén;Unemployment rate;2008QIII;25.33
Females;23 Jaén;Unemployment rate;2008QII;24.57
Females;23 Jaén;Unemployment rate;2008QI;17.65
Females;23 Jaén;Unemployment rate;2007QIV;22.56
Females;23 Jaén;Unemployment rate;2007QIII;23.04
Females;23 Jaén;Unemployment rate;2007QII;18.91
Females;23 Jaén;Unemployment rate;2007QI;16.75
Females;23 Jaén;Unemployment rate;2006QIV;21.66
Females;23 Jaén;Unemployment rate;2006QIII;22.12
Females;23 Jaén;Unemployment rate;2006QII;22.3
Females;23 Jaén;Unemployment rate;2006QI;23.78
Females;23 Jaén;Unemployment rate;2005QIV;27.23
Females;23 Jaén;Unemployment rate;2005QIII;26.24
Females;23 Jaén;Unemployment rate;2005QII;26.68
Females;23 Jaén;Unemployment rate;2005QI;20.37
Females;23 Jaén;Unemployment rate;2004QIV;27.76
Females;23 Jaén;Unemployment rate;2004QIII;29.61
Females;23 Jaén;Unemployment rate;2004QII;32.26
Females;23 Jaén;Unemployment rate;2004QI;20.75
Females;23 Jaén;Unemployment rate;2003QIV;29.32
Females;23 Jaén;Unemployment rate;2003QIII;33
Females;23 Jaén;Unemployment rate;2003QII;36.82
Females;23 Jaén;Unemployment rate;2003QI;23.58
Females;23 Jaén;Unemployment rate;2002QIV;31.44
Females;23 Jaén;Unemployment rate;2002QIII;32.67
Females;23 Jaén;Unemployment rate;2002QII;32.97
Females;23 Jaén;Unemployment rate;2002QI;19.37
Females;23 Jaén;Employment rate;2023QII;36.45
Females;23 Jaén;Employment rate;2023QI;36.66
Females;23 Jaén;Employment rate;2022QIV;34.63
Females;23 Jaén;Employment rate;2022QIII;32.33
Females;23 Jaén;Employment rate;2022QII;31.93
Females;23 Jaén;Employment rate;2022QI;34.1
Females;23 Jaén;Employment rate;2021QIV;33.59
Females;23 Jaén;Employment rate;2021QIII;31.89
Females;23 Jaén;Employment rate;2021QII;30.44
Females;23 Jaén;Employment rate;2021QI;32.39
Females;23 Jaén;Employment rate;2020QIV;33.25
Females;23 Jaén;Employment rate;2020QIII;30.89
Females;23 Jaén;Employment rate;2020QII;28.09
Females;23 Jaén;Employment rate;2020QI;31.83
Females;23 Jaén;Employment rate;2019QIV;32.67
Females;23 Jaén;Employment rate;2019QIII;30.46
Females;23 Jaén;Employment rate;2019QII;30.75
Females;23 Jaén;Employment rate;2019QI;35.41
Females;23 Jaén;Employment rate;2018QIV;33.55
Females;23 Jaén;Employment rate;2018QIII;33.62
Females;23 Jaén;Employment rate;2018QII;33.58
Females;23 Jaén;Employment rate;2018QI;34.6
Females;23 Jaén;Employment rate;2017QIV;33.08
Females;23 Jaén;Employment rate;2017QIII;30.94
Females;23 Jaén;Employment rate;2017QII;31.63
Females;23 Jaén;Employment rate;2017QI;33.65
Females;23 Jaén;Employment rate;2016QIV;29.35
Females;23 Jaén;Employment rate;2016QIII;27.79
Females;23 Jaén;Employment rate;2016QII;28.16
Females;23 Jaén;Employment rate;2016QI;32.07
Females;23 Jaén;Employment rate;2015QIV;30.99
Females;23 Jaén;Employment rate;2015QIII;29.81
Females;23 Jaén;Employment rate;2015QII;29.99
Females;23 Jaén;Employment rate;2015QI;28.35
Females;23 Jaén;Employment rate;2014QIV;28.54
Females;23 Jaén;Employment rate;2014QIII;26.88
Females;23 Jaén;Employment rate;2014QII;27.01
Females;23 Jaén;Employment rate;2014QI;31.1
Females;23 Jaén;Employment rate;2013QIV;27.9
Females;23 Jaén;Employment rate;2013QIII;27.1
Females;23 Jaén;Employment rate;2013QII;27.82
Females;23 Jaén;Employment rate;2013QI;27.3
Females;23 Jaén;Employment rate;2012QIV;28.72
Females;23 Jaén;Employment rate;2012QIII;26.82
Females;23 Jaén;Employment rate;2012QII;27.3
Females;23 Jaén;Employment rate;2012QI;28.77
Females;23 Jaén;Employment rate;2011QIV;29.38
Females;23 Jaén;Employment rate;2011QIII;27.41
Females;23 Jaén;Employment rate;2011QII;27.82
Females;23 Jaén;Employment rate;2011QI;33.02
Females;23 Jaén;Employment rate;2010QIV;30.83
Females;23 Jaén;Employment rate;2010QIII;28.51
Females;23 Jaén;Employment rate;2010QII;29.52
Females;23 Jaén;Employment rate;2010QI;34.19
Females;23 Jaén;Employment rate;2009QIV;29.24
Females;23 Jaén;Employment rate;2009QIII;28.83
Females;23 Jaén;Employment rate;2009QII;29.18
Females;23 Jaén;Employment rate;2009QI;32.78
Females;23 Jaén;Employment rate;2008QIV;30.38
Females;23 Jaén;Employment rate;2008QIII;29.93
Females;23 Jaén;Employment rate;2008QII;29.68
Females;23 Jaén;Employment rate;2008QI;34.16
Females;23 Jaén;Employment rate;2007QIV;30.21
Females;23 Jaén;Employment rate;2007QIII;27.48
Females;23 Jaén;Employment rate;2007QII;29.14
Females;23 Jaén;Employment rate;2007QI;31.63
Females;23 Jaén;Employment rate;2006QIV;27.74
Females;23 Jaén;Employment rate;2006QIII;26.68
Females;23 Jaén;Employment rate;2006QII;26.78
Females;23 Jaén;Employment rate;2006QI;28.02
Females;23 Jaén;Employment rate;2005QIV;26.41
Females;23 Jaén;Employment rate;2005QIII;24.71
Females;23 Jaén;Employment rate;2005QII;25.5
Females;23 Jaén;Employment rate;2005QI;28.77
Females;23 Jaén;Employment rate;2004QIV;28.17
Females;23 Jaén;Employment rate;2004QIII;25.05
Females;23 Jaén;Employment rate;2004QII;25.46
Females;23 Jaén;Employment rate;2004QI;31.35
Females;23 Jaén;Employment rate;2003QIV;26.93
Females;23 Jaén;Employment rate;2003QIII;22.46
Females;23 Jaén;Employment rate;2003QII;21.4
Females;23 Jaén;Employment rate;2003QI;28.52
Females;23 Jaén;Employment rate;2002QIV;24.14
Females;23 Jaén;Employment rate;2002QIII;21.45
Females;23 Jaén;Employment rate;2002QII;22.18
Females;23 Jaén;Employment rate;2002QI;27.86
Females;24 León;Activity rate;2023QII;46.39
Females;24 León;Activity rate;2023QI;47.51
Females;24 León;Activity rate;2022QIV;48.13
Females;24 León;Activity rate;2022QIII;49.28
Females;24 León;Activity rate;2022QII;49.94
Females;24 León;Activity rate;2022QI;48.91
Females;24 León;Activity rate;2021QIV;46.85
Females;24 León;Activity rate;2021QIII;47.61
Females;24 León;Activity rate;2021QII;44.94
Females;24 León;Activity rate;2021QI;43.35
Females;24 León;Activity rate;2020QIV;43.11
Females;24 León;Activity rate;2020QIII;47.51
Females;24 León;Activity rate;2020QII;43.75
Females;24 León;Activity rate;2020QI;46.81
Females;24 León;Activity rate;2019QIV;47.82
Females;24 León;Activity rate;2019QIII;48.23
Females;24 León;Activity rate;2019QII;47.28
Females;24 León;Activity rate;2019QI;44.91
Females;24 León;Activity rate;2018QIV;45.57
Females;24 León;Activity rate;2018QIII;45.27
Females;24 León;Activity rate;2018QII;45.47
Females;24 León;Activity rate;2018QI;46.26
Females;24 León;Activity rate;2017QIV;44.93
Females;24 León;Activity rate;2017QIII;45.19
Females;24 León;Activity rate;2017QII;45.12
Females;24 León;Activity rate;2017QI;44.54
Females;24 León;Activity rate;2016QIV;45.43
Females;24 León;Activity rate;2016QIII;46.49
Females;24 León;Activity rate;2016QII;45.02
Females;24 León;Activity rate;2016QI;46.34
Females;24 León;Activity rate;2015QIV;45.24
Females;24 León;Activity rate;2015QIII;45.03
Females;24 León;Activity rate;2015QII;46.09
Females;24 León;Activity rate;2015QI;44.75
Females;24 León;Activity rate;2014QIV;46.03
Females;24 León;Activity rate;2014QIII;45.72
Females;24 León;Activity rate;2014QII;46.1
Females;24 León;Activity rate;2014QI;45.91
Females;24 León;Activity rate;2013QIV;44.6
Females;24 León;Activity rate;2013QIII;46.33
Females;24 León;Activity rate;2013QII;47.78
Females;24 León;Activity rate;2013QI;46.86
Females;24 León;Activity rate;2012QIV;45.35
Females;24 León;Activity rate;2012QIII;44.61
Females;24 León;Activity rate;2012QII;44.05
Females;24 León;Activity rate;2012QI;43.91
Females;24 León;Activity rate;2011QIV;44.84
Females;24 León;Activity rate;2011QIII;44.55
Females;24 León;Activity rate;2011QII;45.94
Females;24 León;Activity rate;2011QI;44.9
Females;24 León;Activity rate;2010QIV;44.89
Females;24 León;Activity rate;2010QIII;45.86
Females;24 León;Activity rate;2010QII;45.43
Females;24 León;Activity rate;2010QI;44.33
Females;24 León;Activity rate;2009QIV;44.05
Females;24 León;Activity rate;2009QIII;43.7
Females;24 León;Activity rate;2009QII;44.76
Females;24 León;Activity rate;2009QI;43.71
Females;24 León;Activity rate;2008QIV;42.72
Females;24 León;Activity rate;2008QIII;42.86
Females;24 León;Activity rate;2008QII;41.84
Females;24 León;Activity rate;2008QI;42.49
Females;24 León;Activity rate;2007QIV;42.92
Females;24 León;Activity rate;2007QIII;42.89
Females;24 León;Activity rate;2007QII;42.91
Females;24 León;Activity rate;2007QI;41.98
Females;24 León;Activity rate;2006QIV;41.28
Females;24 León;Activity rate;2006QIII;41.83
Females;24 León;Activity rate;2006QII;39.47
Females;24 León;Activity rate;2006QI;39.15
Females;24 León;Activity rate;2005QIV;41.37
Females;24 León;Activity rate;2005QIII;40.46
Females;24 León;Activity rate;2005QII;38.67
Females;24 León;Activity rate;2005QI;38.56
Females;24 León;Activity rate;2004QIV;35.12
Females;24 León;Activity rate;2004QIII;34.73
Females;24 León;Activity rate;2004QII;32.39
Females;24 León;Activity rate;2004QI;31.87
Females;24 León;Activity rate;2003QIV;32.85
Females;24 León;Activity rate;2003QIII;33.37
Females;24 León;Activity rate;2003QII;33.05
Females;24 León;Activity rate;2003QI;31.87
Females;24 León;Activity rate;2002QIV;32.23
Females;24 León;Activity rate;2002QIII;33.37
Females;24 León;Activity rate;2002QII;32.14
Females;24 León;Activity rate;2002QI;32.4
Females;24 León;Unemployment rate;2023QII;10.17
Females;24 León;Unemployment rate;2023QI;13.17
Females;24 León;Unemployment rate;2022QIV;8.4
Females;24 León;Unemployment rate;2022QIII;11.59
Females;24 León;Unemployment rate;2022QII;10.7
Females;24 León;Unemployment rate;2022QI;13.62
Females;24 León;Unemployment rate;2021QIV;11.54
Females;24 León;Unemployment rate;2021QIII;11.55
Females;24 León;Unemployment rate;2021QII;17.2
Females;24 León;Unemployment rate;2021QI;15.83
Females;24 León;Unemployment rate;2020QIV;14.35
Females;24 León;Unemployment rate;2020QIII;18.76
Females;24 León;Unemployment rate;2020QII;14.19
Females;24 León;Unemployment rate;2020QI;14.55
Females;24 León;Unemployment rate;2019QIV;14.45
Females;24 León;Unemployment rate;2019QIII;14.13
Females;24 León;Unemployment rate;2019QII;14.07
Females;24 León;Unemployment rate;2019QI;15.49
Females;24 León;Unemployment rate;2018QIV;11.42
Females;24 León;Unemployment rate;2018QIII;11.1
Females;24 León;Unemployment rate;2018QII;14.51
Females;24 León;Unemployment rate;2018QI;18.3
Females;24 León;Unemployment rate;2017QIV;18.21
Females;24 León;Unemployment rate;2017QIII;18.13
Females;24 León;Unemployment rate;2017QII;17.43
Females;24 León;Unemployment rate;2017QI;19.88
Females;24 León;Unemployment rate;2016QIV;19.42
Females;24 León;Unemployment rate;2016QIII;18.48
Females;24 León;Unemployment rate;2016QII;19.29
Females;24 León;Unemployment rate;2016QI;22.32
Females;24 León;Unemployment rate;2015QIV;21.55
Females;24 León;Unemployment rate;2015QIII;21.65
Females;24 León;Unemployment rate;2015QII;22.51
Females;24 León;Unemployment rate;2015QI;26.81
Females;24 León;Unemployment rate;2014QIV;23.78
Females;24 León;Unemployment rate;2014QIII;24.39
Females;24 León;Unemployment rate;2014QII;26.43
Females;24 León;Unemployment rate;2014QI;27.29
Females;24 León;Unemployment rate;2013QIV;23.25
Females;24 León;Unemployment rate;2013QIII;23.69
Females;24 León;Unemployment rate;2013QII;26.08
Females;24 León;Unemployment rate;2013QI;25.85
Females;24 León;Unemployment rate;2012QIV;25.72
Females;24 León;Unemployment rate;2012QIII;23.01
Females;24 León;Unemployment rate;2012QII;20.97
Females;24 León;Unemployment rate;2012QI;20.91
Females;24 León;Unemployment rate;2011QIV;18.22
Females;24 León;Unemployment rate;2011QIII;16.46
Females;24 León;Unemployment rate;2011QII;18.01
Females;24 León;Unemployment rate;2011QI;18.63
Females;24 León;Unemployment rate;2010QIV;17.35
Females;24 León;Unemployment rate;2010QIII;17.4
Females;24 León;Unemployment rate;2010QII;18.36
Females;24 León;Unemployment rate;2010QI;18.83
Females;24 León;Unemployment rate;2009QIV;17.52
Females;24 León;Unemployment rate;2009QIII;18.7
Females;24 León;Unemployment rate;2009QII;17.18
Females;24 León;Unemployment rate;2009QI;16.95
Females;24 León;Unemployment rate;2008QIV;13.48
Females;24 León;Unemployment rate;2008QIII;13.18
Females;24 León;Unemployment rate;2008QII;14.25
Females;24 León;Unemployment rate;2008QI;10.41
Females;24 León;Unemployment rate;2007QIV;9.58
Females;24 León;Unemployment rate;2007QIII;11.98
Females;24 León;Unemployment rate;2007QII;10.63
Females;24 León;Unemployment rate;2007QI;11.78
Females;24 León;Unemployment rate;2006QIV;12.25
Females;24 León;Unemployment rate;2006QIII;12.38
Females;24 León;Unemployment rate;2006QII;14.29
Females;24 León;Unemployment rate;2006QI;14.46
Females;24 León;Unemployment rate;2005QIV;15.85
Females;24 León;Unemployment rate;2005QIII;13.62
Females;24 León;Unemployment rate;2005QII;16.29
Females;24 León;Unemployment rate;2005QI;19.3
Females;24 León;Unemployment rate;2004QIV;12.98
Females;24 León;Unemployment rate;2004QIII;14.22
Females;24 León;Unemployment rate;2004QII;13.87
Females;24 León;Unemployment rate;2004QI;11.48
Females;24 León;Unemployment rate;2003QIV;13.16
Females;24 León;Unemployment rate;2003QIII;16.37
Females;24 León;Unemployment rate;2003QII;19.46
Females;24 León;Unemployment rate;2003QI;15.24
Females;24 León;Unemployment rate;2002QIV;14.08
Females;24 León;Unemployment rate;2002QIII;16.52
Females;24 León;Unemployment rate;2002QII;18.14
Females;24 León;Unemployment rate;2002QI;19.3
Females;24 León;Employment rate;2023QII;41.68
Females;24 León;Employment rate;2023QI;41.25
Females;24 León;Employment rate;2022QIV;44.09
Females;24 León;Employment rate;2022QIII;43.56
Females;24 León;Employment rate;2022QII;44.6
Females;24 León;Employment rate;2022QI;42.25
Females;24 León;Employment rate;2021QIV;41.44
Females;24 León;Employment rate;2021QIII;42.11
Females;24 León;Employment rate;2021QII;37.22
Females;24 León;Employment rate;2021QI;36.49
Females;24 León;Employment rate;2020QIV;36.92
Females;24 León;Employment rate;2020QIII;38.6
Females;24 León;Employment rate;2020QII;37.54
Females;24 León;Employment rate;2020QI;40
Females;24 León;Employment rate;2019QIV;40.91
Females;24 León;Employment rate;2019QIII;41.42
Females;24 León;Employment rate;2019QII;40.62
Females;24 León;Employment rate;2019QI;37.95
Females;24 León;Employment rate;2018QIV;40.36
Females;24 León;Employment rate;2018QIII;40.25
Females;24 León;Employment rate;2018QII;38.87
Females;24 León;Employment rate;2018QI;37.8
Females;24 León;Employment rate;2017QIV;36.75
Females;24 León;Employment rate;2017QIII;37
Females;24 León;Employment rate;2017QII;37.26
Females;24 León;Employment rate;2017QI;35.69
Females;24 León;Employment rate;2016QIV;36.61
Females;24 León;Employment rate;2016QIII;37.9
Females;24 León;Employment rate;2016QII;36.34
Females;24 León;Employment rate;2016QI;36
Females;24 León;Employment rate;2015QIV;35.49
Females;24 León;Employment rate;2015QIII;35.28
Females;24 León;Employment rate;2015QII;35.71
Females;24 León;Employment rate;2015QI;32.75
Females;24 León;Employment rate;2014QIV;35.09
Females;24 León;Employment rate;2014QIII;34.57
Females;24 León;Employment rate;2014QII;33.91
Females;24 León;Employment rate;2014QI;33.38
Females;24 León;Employment rate;2013QIV;34.23
Females;24 León;Employment rate;2013QIII;35.35
Females;24 León;Employment rate;2013QII;35.32
Females;24 León;Employment rate;2013QI;34.74
Females;24 León;Employment rate;2012QIV;33.69
Females;24 León;Employment rate;2012QIII;34.35
Females;24 León;Employment rate;2012QII;34.82
Females;24 León;Employment rate;2012QI;34.73
Females;24 León;Employment rate;2011QIV;36.67
Females;24 León;Employment rate;2011QIII;37.22
Females;24 León;Employment rate;2011QII;37.67
Females;24 León;Employment rate;2011QI;36.54
Females;24 León;Employment rate;2010QIV;37.1
Females;24 León;Employment rate;2010QIII;37.88
