sex,provinces,rates,year,total,quarter
Females,15 Coruña. A,Employment rate,2008,39.94,1
Females,16 Cuenca,Activity rate,2008,37.79,4
Females,16 Cuenca,Activity rate,2008,37.56,3
Females,16 Cuenca,Activity rate,2008,39.51,2
Females,16 Cuenca,Activity rate,2008,38.81,1
Females,16 Cuenca,Unemployment rate,2008,12.63,4
Females,16 Cuenca,Unemployment rate,2008,11.56,3
Females,16 Cuenca,Unemployment rate,2008,13.85,2
Females,16 Cuenca,Unemployment rate,2008,11.69,1
Females,16 Cuenca,Employment rate,2008,33.02,4
Females,16 Cuenca,Employment rate,2008,33.22,3
Females,16 Cuenca,Employment rate,2008,34.04,2
Females,16 Cuenca,Employment rate,2008,34.27,1
Females,20 Gipuzkoa,Activity rate,2008,50.89,4
Females,20 Gipuzkoa,Activity rate,2008,52.22,3
Females,20 Gipuzkoa,Activity rate,2008,51.33,2
Females,20 Gipuzkoa,Activity rate,2008,51.51,1
Females,20 Gipuzkoa,Unemployment rate,2008,7.23,4
Females,20 Gipuzkoa,Unemployment rate,2008,7.17,3
Females,20 Gipuzkoa,Unemployment rate,2008,5.69,2
Females,20 Gipuzkoa,Unemployment rate,2008,6.68,1
Females,20 Gipuzkoa,Employment rate,2008,47.21,4
Females,20 Gipuzkoa,Employment rate,2008,48.48,3
Females,20 Gipuzkoa,Employment rate,2008,48.41,2
Females,20 Gipuzkoa,Employment rate,2008,48.07,1
Females,17 Girona,Activity rate,2008,54.59,4
Females,17 Girona,Activity rate,2008,55.18,3
Females,17 Girona,Activity rate,2008,55.55,2
Females,17 Girona,Activity rate,2008,54.13,1
Females,17 Girona,Unemployment rate,2008,10.84,4
Females,17 Girona,Unemployment rate,2008,8.19,3
Females,17 Girona,Unemployment rate,2008,10.88,2
Females,17 Girona,Unemployment rate,2008,11.79,1
Females,17 Girona,Employment rate,2008,48.67,4
Females,17 Girona,Employment rate,2008,50.66,3
Females,17 Girona,Employment rate,2008,49.5,2
Females,17 Girona,Employment rate,2008,47.75,1
Females,18 Granada,Activity rate,2008,46.75,4
Females,18 Granada,Activity rate,2008,46.81,3
Females,18 Granada,Activity rate,2008,46.3,2
Females,18 Granada,Activity rate,2008,45.97,1
Females,18 Granada,Unemployment rate,2008,26.19,4
Females,18 Granada,Unemployment rate,2008,23.21,3
Females,18 Granada,Unemployment rate,2008,21.57,2
Females,18 Granada,Unemployment rate,2008,20.52,1
Females,18 Granada,Employment rate,2008,34.51,4
Females,18 Granada,Employment rate,2008,35.95,3
Females,18 Granada,Employment rate,2008,36.31,2
Females,18 Granada,Employment rate,2008,36.53,1
Females,19 Guadalajara,Activity rate,2008,53.57,4
Females,19 Guadalajara,Activity rate,2008,49.51,3
Females,19 Guadalajara,Activity rate,2008,52.44,2
Females,19 Guadalajara,Activity rate,2008,51.64,1
Females,19 Guadalajara,Unemployment rate,2008,13.8,4
Females,19 Guadalajara,Unemployment rate,2008,9.43,3
Females,19 Guadalajara,Unemployment rate,2008,10.99,2
Females,19 Guadalajara,Unemployment rate,2008,10.48,1
Females,19 Guadalajara,Employment rate,2008,46.18,4
Females,19 Guadalajara,Employment rate,2008,44.84,3
Females,19 Guadalajara,Employment rate,2008,46.68,2
Females,19 Guadalajara,Employment rate,2008,46.23,1
Females,21 Huelva,Activity rate,2008,46.71,4
Females,21 Huelva,Activity rate,2008,46.75,3
Females,21 Huelva,Activity rate,2008,48.5,2
Females,21 Huelva,Activity rate,2008,45.44,1
Females,21 Huelva,Unemployment rate,2008,25.52,4
Females,21 Huelva,Unemployment rate,2008,23.18,3
Females,21 Huelva,Unemployment rate,2008,14.48,2
Females,21 Huelva,Unemployment rate,2008,18.12,1
Females,21 Huelva,Employment rate,2008,34.79,4
Females,21 Huelva,Employment rate,2008,35.92,3
Females,21 Huelva,Employment rate,2008,41.48,2
Females,21 Huelva,Employment rate,2008,37.2,1
Females,22 Huesca,Activity rate,2008,49.21,4
Females,22 Huesca,Activity rate,2008,53.04,3
Females,22 Huesca,Activity rate,2008,50.38,2
Females,22 Huesca,Activity rate,2008,48.12,1
Females,22 Huesca,Unemployment rate,2008,6.47,4
Females,22 Huesca,Unemployment rate,2008,6.59,3
Females,22 Huesca,Unemployment rate,2008,6.72,2
Females,22 Huesca,Unemployment rate,2008,7.48,1
Females,22 Huesca,Employment rate,2008,46.02,4
Females,22 Huesca,Employment rate,2008,49.54,3
Females,22 Huesca,Employment rate,2008,46.99,2
Females,22 Huesca,Employment rate,2008,44.52,1
Females,23 Jaén,Activity rate,2008,42.16,4
Females,23 Jaén,Activity rate,2008,40.08,3
Females,23 Jaén,Activity rate,2008,39.35,2
Females,23 Jaén,Activity rate,2008,41.48,1
Females,23 Jaén,Unemployment rate,2008,27.93,4
Females,23 Jaén,Unemployment rate,2008,25.33,3
Females,23 Jaén,Unemployment rate,2008,24.57,2
Females,23 Jaén,Unemployment rate,2008,17.65,1
Females,23 Jaén,Employment rate,2008,30.38,4
Females,23 Jaén,Employment rate,2008,29.93,3
Females,23 Jaén,Employment rate,2008,29.68,2
Females,23 Jaén,Employment rate,2008,34.16,1
Females,24 León,Activity rate,2008,42.72,4
Females,24 León,Activity rate,2008,42.86,3
Females,24 León,Activity rate,2008,41.84,2
Females,24 León,Activity rate,2008,42.49,1
Females,24 León,Unemployment rate,2008,13.48,4
Females,24 León,Unemployment rate,2008,13.18,3
Females,24 León,Unemployment rate,2008,14.25,2
Females,24 León,Unemployment rate,2008,10.41,1
Females,24 León,Employment rate,2008,36.96,4
Females,24 León,Employment rate,2008,37.21,3
Females,24 León,Employment rate,2008,35.88,2
Females,24 León,Employment rate,2008,38.07,1
Females,25 Lleida,Activity rate,2008,55.73,4
Females,25 Lleida,Activity rate,2008,56.22,3
Females,25 Lleida,Activity rate,2008,53.04,2
Females,25 Lleida,Activity rate,2008,51.48,1
Females,25 Lleida,Unemployment rate,2008,9.8,4
Females,25 Lleida,Unemployment rate,2008,7.07,3
Females,25 Lleida,Unemployment rate,2008,4.66,2
Females,25 Lleida,Unemployment rate,2008,7.53,1
Females,25 Lleida,Employment rate,2008,50.26,4
Females,25 Lleida,Employment rate,2008,52.24,3
Females,25 Lleida,Employment rate,2008,50.56,2
Females,25 Lleida,Employment rate,2008,47.61,1
Females,27 Lugo,Activity rate,2008,43.52,4
Females,27 Lugo,Activity rate,2008,45.3,3
Females,27 Lugo,Activity rate,2008,45.46,2
Females,27 Lugo,Activity rate,2008,42.94,1
Females,27 Lugo,Unemployment rate,2008,8.64,4
Females,27 Lugo,Unemployment rate,2008,8.56,3
Females,27 Lugo,Unemployment rate,2008,9.01,2
Females,27 Lugo,Unemployment rate,2008,6.94,1
Females,27 Lugo,Employment rate,2008,39.76,4
Females,27 Lugo,Employment rate,2008,41.42,3
Females,27 Lugo,Employment rate,2008,41.37,2
Females,27 Lugo,Employment rate,2008,39.96,1
Females,28 Madrid,Activity rate,2008,58.93,4
Females,28 Madrid,Activity rate,2008,57.17,3
Females,28 Madrid,Activity rate,2008,57.77,2
Females,28 Madrid,Activity rate,2008,56.96,1
Females,28 Madrid,Unemployment rate,2008,10.82,4
Females,28 Madrid,Unemployment rate,2008,8.47,3
Females,28 Madrid,Unemployment rate,2008,9.79,2
Females,28 Madrid,Unemployment rate,2008,8.92,1
Females,28 Madrid,Employment rate,2008,52.55,4
Females,28 Madrid,Employment rate,2008,52.32,3
Females,28 Madrid,Employment rate,2008,52.11,2
Females,28 Madrid,Employment rate,2008,51.88,1
Females,29 Málaga,Activity rate,2008,51.7,4
Females,29 Málaga,Activity rate,2008,49.68,3
Females,29 Málaga,Activity rate,2008,47.35,2
Females,29 Málaga,Activity rate,2008,48.78,1
Females,29 Málaga,Unemployment rate,2008,24.28,4
Females,29 Málaga,Unemployment rate,2008,18.96,3
Females,29 Málaga,Unemployment rate,2008,18.93,2
Females,29 Málaga,Unemployment rate,2008,19.31,1
Females,29 Málaga,Employment rate,2008,39.14,4
Females,29 Málaga,Employment rate,2008,40.26,3
Females,29 Málaga,Employment rate,2008,38.39,2
Females,29 Málaga,Employment rate,2008,39.36,1
Females,30 Murcia,Activity rate,2008,51.04,4
Females,30 Murcia,Activity rate,2008,51.03,3
Females,30 Murcia,Activity rate,2008,52.04,2
Females,30 Murcia,Activity rate,2008,50.28,1
Females,30 Murcia,Unemployment rate,2008,14.61,4
Females,30 Murcia,Unemployment rate,2008,14.03,3
Females,30 Murcia,Unemployment rate,2008,12.32,2
Females,30 Murcia,Unemployment rate,2008,11.58,1
Females,30 Murcia,Employment rate,2008,43.59,4
Females,30 Murcia,Employment rate,2008,43.87,3
Females,30 Murcia,Employment rate,2008,45.63,2
Females,30 Murcia,Employment rate,2008,44.46,1
Females,31 Navarra,Activity rate,2008,52.6,4
Females,31 Navarra,Activity rate,2008,53.07,3
Females,31 Navarra,Activity rate,2008,52.2,2
Females,31 Navarra,Activity rate,2008,53.36,1
Females,31 Navarra,Unemployment rate,2008,9.4,4
Females,31 Navarra,Unemployment rate,2008,9.86,3
Females,31 Navarra,Unemployment rate,2008,7.11,2
Females,31 Navarra,Unemployment rate,2008,7.28,1
Females,31 Navarra,Employment rate,2008,47.66,4
Females,31 Navarra,Employment rate,2008,47.84,3
Females,31 Navarra,Employment rate,2008,48.49,2
Females,31 Navarra,Employment rate,2008,49.48,1
Females,32 Ourense,Activity rate,2008,43.2,4
Females,32 Ourense,Activity rate,2008,42.44,3
Females,32 Ourense,Activity rate,2008,42.74,2
Females,32 Ourense,Activity rate,2008,42.95,1
Females,32 Ourense,Unemployment rate,2008,7.78,4
Females,32 Ourense,Unemployment rate,2008,6.98,3
Females,32 Ourense,Unemployment rate,2008,7.82,2
Females,32 Ourense,Unemployment rate,2008,8.82,1
Females,32 Ourense,Employment rate,2008,39.84,4
Females,32 Ourense,Employment rate,2008,39.48,3
Females,32 Ourense,Employment rate,2008,39.4,2
Females,32 Ourense,Employment rate,2008,39.16,1
Females,34 Palencia,Activity rate,2008,42.6,4
Females,34 Palencia,Activity rate,2008,42.7,3
Females,34 Palencia,Activity rate,2008,40.85,2
Females,34 Palencia,Activity rate,2008,41.22,1
Females,34 Palencia,Unemployment rate,2008,14.93,4
Females,34 Palencia,Unemployment rate,2008,12.36,3
Females,34 Palencia,Unemployment rate,2008,9.23,2
Females,34 Palencia,Unemployment rate,2008,10.45,1
Females,34 Palencia,Employment rate,2008,36.24,4
Females,34 Palencia,Employment rate,2008,37.42,3
Females,34 Palencia,Employment rate,2008,37.08,2
Females,34 Palencia,Employment rate,2008,36.91,1
Females,35 Palmas. Las,Activity rate,2008,53.09,4
Females,35 Palmas. Las,Activity rate,2008,53.71,3
Females,35 Palmas. Las,Activity rate,2008,53.24,2
Females,35 Palmas. Las,Activity rate,2008,52.08,1
Females,35 Palmas. Las,Unemployment rate,2008,24.88,4
Females,35 Palmas. Las,Unemployment rate,2008,18.96,3
Females,35 Palmas. Las,Unemployment rate,2008,18.42,2
Females,35 Palmas. Las,Unemployment rate,2008,19.06,1
Females,35 Palmas. Las,Employment rate,2008,39.88,4
Females,35 Palmas. Las,Employment rate,2008,43.53,3
Females,35 Palmas. Las,Employment rate,2008,43.44,2
Females,35 Palmas. Las,Employment rate,2008,42.15,1
Females,36 Pontevedra,Activity rate,2008,49.1,4
Females,36 Pontevedra,Activity rate,2008,49.12,3
Females,36 Pontevedra,Activity rate,2008,48.76,2
Females,36 Pontevedra,Activity rate,2008,48.97,1
Females,36 Pontevedra,Unemployment rate,2008,12.9,4
Females,36 Pontevedra,Unemployment rate,2008,11.11,3
Females,36 Pontevedra,Unemployment rate,2008,11.8,2
Females,36 Pontevedra,Unemployment rate,2008,9.53,1
Females,36 Pontevedra,Employment rate,2008,42.76,4
Females,36 Pontevedra,Employment rate,2008,43.66,3
Females,36 Pontevedra,Employment rate,2008,43,2
Females,36 Pontevedra,Employment rate,2008,44.31,1
Females,26 Rioja. La,Activity rate,2008,51.53,4
Females,26 Rioja. La,Activity rate,2008,50.24,3
Females,26 Rioja. La,Activity rate,2008,49.92,2
Females,26 Rioja. La,Activity rate,2008,50.8,1
Females,26 Rioja. La,Unemployment rate,2008,11.75,4
Females,26 Rioja. La,Unemployment rate,2008,10.21,3
Females,26 Rioja. La,Unemployment rate,2008,8.3,2
Females,26 Rioja. La,Unemployment rate,2008,9.33,1
Females,26 Rioja. La,Employment rate,2008,45.48,4
Females,26 Rioja. La,Employment rate,2008,45.11,3
Females,26 Rioja. La,Employment rate,2008,45.78,2
Females,26 Rioja. La,Employment rate,2008,46.06,1
Females,37 Salamanca,Activity rate,2008,44.4,4
Females,37 Salamanca,Activity rate,2008,42.17,3
Females,37 Salamanca,Activity rate,2008,40.11,2
Females,37 Salamanca,Activity rate,2008,41.73,1
Females,37 Salamanca,Unemployment rate,2008,25.68,4
Females,37 Salamanca,Unemployment rate,2008,18.81,3
Females,37 Salamanca,Unemployment rate,2008,17.86,2
Females,37 Salamanca,Unemployment rate,2008,14.15,1
Females,37 Salamanca,Employment rate,2008,33,4
Females,37 Salamanca,Employment rate,2008,34.24,3
Females,37 Salamanca,Employment rate,2008,32.94,2
Females,37 Salamanca,Employment rate,2008,35.82,1
Females,38 Santa Cruz de Tenerife,Activity rate,2008,51.34,4
Females,38 Santa Cruz de Tenerife,Activity rate,2008,49.89,3
Females,38 Santa Cruz de Tenerife,Activity rate,2008,49.43,2
Females,38 Santa Cruz de Tenerife,Activity rate,2008,49.12,1
Females,38 Santa Cruz de Tenerife,Unemployment rate,2008,22.03,4
Females,38 Santa Cruz de Tenerife,Unemployment rate,2008,16.92,3
Females,38 Santa Cruz de Tenerife,Unemployment rate,2008,15.03,2
Females,38 Santa Cruz de Tenerife,Unemployment rate,2008,13.62,1
Females,38 Santa Cruz de Tenerife,Employment rate,2008,40.03,4
Females,38 Santa Cruz de Tenerife,Employment rate,2008,41.45,3
Females,38 Santa Cruz de Tenerife,Employment rate,2008,42,2
Females,38 Santa Cruz de Tenerife,Employment rate,2008,42.43,1
Females,40 Segovia,Activity rate,2008,47.33,4
Females,40 Segovia,Activity rate,2008,48.7,3
Females,40 Segovia,Activity rate,2008,47.19,2
Females,40 Segovia,Activity rate,2008,47.08,1
Females,40 Segovia,Unemployment rate,2008,12.18,4
Females,40 Segovia,Unemployment rate,2008,12.67,3
Females,40 Segovia,Unemployment rate,2008,13.9,2
Females,40 Segovia,Unemployment rate,2008,16.23,1
Females,40 Segovia,Employment rate,2008,41.56,4
Females,40 Segovia,Employment rate,2008,42.53,3
Females,40 Segovia,Employment rate,2008,40.63,2
Females,40 Segovia,Employment rate,2008,39.44,1
Females,41 Sevilla,Activity rate,2008,50.25,4
Females,41 Sevilla,Activity rate,2008,48.63,3
Females,41 Sevilla,Activity rate,2008,49.39,2
Females,41 Sevilla,Activity rate,2008,47.97,1
Females,41 Sevilla,Unemployment rate,2008,21.92,4
Females,41 Sevilla,Unemployment rate,2008,20.15,3
Females,41 Sevilla,Unemployment rate,2008,16.3,2
Females,41 Sevilla,Unemployment rate,2008,18.4,1
Females,41 Sevilla,Employment rate,2008,39.24,4
Females,41 Sevilla,Employment rate,2008,38.83,3
Females,41 Sevilla,Employment rate,2008,41.34,2
Females,41 Sevilla,Employment rate,2008,39.15,1
Females,42 Soria,Activity rate,2008,48.64,4
Females,42 Soria,Activity rate,2008,49.89,3
Females,42 Soria,Activity rate,2008,48.34,2
Females,42 Soria,Activity rate,2008,46.73,1
Females,42 Soria,Unemployment rate,2008,7.71,4
Females,42 Soria,Unemployment rate,2008,5.12,3
Females,42 Soria,Unemployment rate,2008,10.13,2
Females,42 Soria,Unemployment rate,2008,7.96,1
Females,42 Soria,Employment rate,2008,44.89,4
Females,42 Soria,Employment rate,2008,47.33,3
Females,42 Soria,Employment rate,2008,43.44,2
Females,42 Soria,Employment rate,2008,43.01,1
Females,43 Tarragona,Activity rate,2008,53.34,4
Females,43 Tarragona,Activity rate,2008,51.63,3
Females,43 Tarragona,Activity rate,2008,52.7,2
Females,43 Tarragona,Activity rate,2008,52.35,1
Females,43 Tarragona,Unemployment rate,2008,14.67,4
Females,43 Tarragona,Unemployment rate,2008,9.29,3
Females,43 Tarragona,Unemployment rate,2008,8.44,2
Females,43 Tarragona,Unemployment rate,2008,6.19,1
Females,43 Tarragona,Employment rate,2008,45.52,4
Females,43 Tarragona,Employment rate,2008,46.83,3
Females,43 Tarragona,Employment rate,2008,48.25,2
Females,43 Tarragona,Employment rate,2008,49.11,1
Females,44 Teruel,Activity rate,2008,45.79,4
Females,44 Teruel,Activity rate,2008,44.62,3
Females,44 Teruel,Activity rate,2008,46.66,2
Females,44 Teruel,Activity rate,2008,47.69,1
Females,44 Teruel,Unemployment rate,2008,7.62,4
Females,44 Teruel,Unemployment rate,2008,6.72,3
Females,44 Teruel,Unemployment rate,2008,9.8,2
Females,44 Teruel,Unemployment rate,2008,7.78,1
Females,44 Teruel,Employment rate,2008,42.3,4
Females,44 Teruel,Employment rate,2008,41.62,3
Females,44 Teruel,Employment rate,2008,42.08,2
Females,44 Teruel,Employment rate,2008,43.98,1
Females,45 Toledo,Activity rate,2008,47.88,4
Females,45 Toledo,Activity rate,2008,47.2,3
Females,45 Toledo,Activity rate,2008,49.11,2
Females,45 Toledo,Activity rate,2008,47.6,1
Females,45 Toledo,Unemployment rate,2008,17.78,4
Females,45 Toledo,Unemployment rate,2008,14.49,3
Females,45 Toledo,Unemployment rate,2008,15.58,2
Females,45 Toledo,Unemployment rate,2008,13.49,1
Females,45 Toledo,Employment rate,2008,39.37,4
Females,45 Toledo,Employment rate,2008,40.36,3
Females,45 Toledo,Employment rate,2008,41.46,2
Females,45 Toledo,Employment rate,2008,41.18,1
Females,46 Valencia/València,Activity rate,2008,52.39,4
Females,46 Valencia/València,Activity rate,2008,50.72,3
Females,46 Valencia/València,Activity rate,2008,51.71,2
Females,46 Valencia/València,Activity rate,2008,52.88,1
Females,46 Valencia/València,Unemployment rate,2008,13.57,4
Females,46 Valencia/València,Unemployment rate,2008,12.94,3
Females,46 Valencia/València,Unemployment rate,2008,11.81,2
Females,46 Valencia/València,Unemployment rate,2008,11.75,1
Females,46 Valencia/València,Employment rate,2008,45.28,4
Females,46 Valencia/València,Employment rate,2008,44.15,3
Females,46 Valencia/València,Employment rate,2008,45.61,2
Females,46 Valencia/València,Employment rate,2008,46.66,1
Females,47 Valladolid,Activity rate,2008,50.89,4
Females,47 Valladolid,Activity rate,2008,50.53,3
Females,47 Valladolid,Activity rate,2008,49.93,2
Females,47 Valladolid,Activity rate,2008,49.79,1
Females,47 Valladolid,Unemployment rate,2008,9.61,4
Females,47 Valladolid,Unemployment rate,2008,9.71,3
Females,47 Valladolid,Unemployment rate,2008,11.02,2
Females,47 Valladolid,Unemployment rate,2008,12.26,1
Females,47 Valladolid,Employment rate,2008,46,4
Females,47 Valladolid,Employment rate,2008,45.62,3
Females,47 Valladolid,Employment rate,2008,44.43,2
Females,47 Valladolid,Employment rate,2008,43.68,1
Females,49 Zamora,Activity rate,2008,37.95,4
Females,49 Zamora,Activity rate,2008,38.96,3
Females,49 Zamora,Activity rate,2008,36.76,2
Females,49 Zamora,Activity rate,2008,35.07,1
Females,49 Zamora,Unemployment rate,2008,16.97,4
Females,49 Zamora,Unemployment rate,2008,16.3,3
Females,49 Zamora,Unemployment rate,2008,13.62,2
Females,49 Zamora,Unemployment rate,2008,16.51,1
Females,49 Zamora,Employment rate,2008,31.51,4
Females,49 Zamora,Employment rate,2008,32.61,3
Females,49 Zamora,Employment rate,2008,31.75,2
Females,49 Zamora,Employment rate,2008,29.28,1
Females,50 Zaragoza,Activity rate,2008,53,4
Females,50 Zaragoza,Activity rate,2008,52.07,3
Females,50 Zaragoza,Activity rate,2008,51.04,2
Females,50 Zaragoza,Activity rate,2008,51.65,1
Females,50 Zaragoza,Unemployment rate,2008,10.2,4
Females,50 Zaragoza,Unemployment rate,2008,7.8,3
Females,50 Zaragoza,Unemployment rate,2008,8.94,2
Females,50 Zaragoza,Unemployment rate,2008,7.13,1
Females,50 Zaragoza,Employment rate,2008,47.59,4
Females,50 Zaragoza,Employment rate,2008,48.01,3
Females,50 Zaragoza,Employment rate,2008,46.48,2
Females,50 Zaragoza,Employment rate,2008,47.97,1
Females,51 Ceuta,Activity rate,2008,46.82,4
Females,51 Ceuta,Activity rate,2008,41.81,3
Females,51 Ceuta,Activity rate,2008,40.35,2
Females,51 Ceuta,Activity rate,2008,39.39,1
Females,51 Ceuta,Unemployment rate,2008,26.12,4
Females,51 Ceuta,Unemployment rate,2008,25.54,3
Females,51 Ceuta,Unemployment rate,2008,29.24,2
Females,51 Ceuta,Unemployment rate,2008,22.98,1
Females,51 Ceuta,Employment rate,2008,34.59,4
Females,51 Ceuta,Employment rate,2008,31.13,3
Females,51 Ceuta,Employment rate,2008,28.55,2
Females,51 Ceuta,Employment rate,2008,30.34,1
Females,52 Melilla,Activity rate,2008,34.34,4
Females,52 Melilla,Activity rate,2008,40.35,3
Females,52 Melilla,Activity rate,2008,37.86,2
Females,52 Melilla,Activity rate,2008,39.93,1
Females,52 Melilla,Unemployment rate,2008,19.93,4
Females,52 Melilla,Unemployment rate,2008,31.6,3
Females,52 Melilla,Unemployment rate,2008,25.95,2
Females,52 Melilla,Unemployment rate,2008,35.82,1
Females,52 Melilla,Employment rate,2008,27.49,4
Females,52 Melilla,Employment rate,2008,27.6,3
Females,52 Melilla,Employment rate,2008,28.03,2
Females,52 Melilla,Employment rate,2008,25.63,1
